english,german,similarity
We generated € 140.5 bn in revenues and our operating profit came to € 10.8 bn.,"Wir erwirt- schafteten einen Umsatz von 140,5 Mrd € und unser operatives Ergebnis belief sich auf 10,8 Mrd €.",0.8650344014167786
This shows how well-diversified and healthy our underlying business performance is.,"Dies zeigt, wie gut diversi- fiziert und gesund unsere geschäftliche Performance ist.",0.9288317561149597
"And our Asset Management segment proved highly resilient, with solid net inflows and excellent operating profitability.",Unser Geschäftsbereich Asset Management wiederum bewies seine hohe Resilienz durch solide Nettomittelzuflüsse und eine herausragende operative Profitabilität.,0.8813973665237427
"Our disciplined capital and cash management approach enabled us to pay out a dividend in early 2020, in the midst of the first wave of the pandemic.","Unser disziplinierter Ansatz beim Kapital- und Cash-Management ermöglichte es uns auch, im Frühjahr 2020 – also mitten in der ersten Pandemiewelle – eine Dividende zu zahlen.",0.8892496228218079
The power of this promise and the increasing role Allianz plays in people’s lives were impressively confirmed by our ranking in Interbrand’s 2020 Best Global Brands list: Not only was Allianz recognized once again as the number one insurance brand globally – for the first time we also ranked among the top 40 global brands across all industries.,"Die Kraft dieses Versprechens und die immer wichtigere Rolle, die die Allianz im Leben der Menschen einnimmt, wird eindrucksvoll durch unser Abschneiden im 2020 Best Global Brands Ranking von Interbrand bestätigt: Nicht nur wurde die Allianz wieder als führende Versicherungsmarke weltweit ausgezeichnet – erstmals wurden wir auch unter den international besten 40 Marken über alle Branchen hinweg geführt.",0.8675183057785034
"Despite the challenges this past year presented, our employees remained focused on serving our clients and executing our strategy.","Trotz der Herausforderungen, die das vergangene Jahr mit sich brachte, hatten unsere Mitarbeiter immer den Dienst am Kunden im Fokus und setzten unsere Strategie um.",0.9149137139320374
"For example, our Inclusive Meritocracy Index increased to 78 %, 5 percentage points above the previous year’s level, and already ahead of our 2021 ambition.","So hat sich beispielsweise unser Inclusive Meritocracy Index auf 78 % erhöht, 5 Prozentpunkte über dem Vorjahr und damit bereits über unserem für 2021 angestrebten Zielwert.",0.9169405698776245
Through ACM we are making insurance and investing simpler for our clients while building an integrated global IT platform that features standardized and scalable processes.,Dank ACM machen wir Versichern und Anlegen einfacher für unsere Kunden und bauen zugleich eine integrierte globale IT-Plattform mit standardisierten und skalierbaren Prozessen auf.,0.8792712092399597
"We are also moving forward with our ESG agenda: With a view to our net-zero commitment for 2050 – that is, net-zero CO2 emissions for all Allianz insurance assets and operations – we have now set a first intermediate target for 2025.","Parallel dazu kommen wir mit unseren ESG-Plänen voran: Im Rahmen unserer Verpflichtung, bis 2050 die CO2-Emissionen aller Versicherungsvermögenswerte der Allianz und des Betriebs auf „Netto Null“ zu senken, haben wir nun ein erstes Zwischenziel für 2025 festgesetzt.",0.8585870862007141
"Making such clear and specific commitments to portfolio decarbonization is a unique feature of the UN-convened Net-Zero Asset Owner Alliance: Together with 32 other member organizations, covering a total of more than USD 5 trillion assets under management, we are working to create real impact towards a sustainable future for our planet.","Solche klaren und konkreten Zusagen in puncto Dekarbonisierung machen die von der UN einberufene Net-Zero Asset Owner Alliance so besonders: Zusammen mit 32 weiteren Mitgliedsorganisationen, die insge- samt ein Vermögen von mehr als 5 Bio USD verwalten, bewirken wir etwas für die nachhaltige Zukunft unseres Planeten.",0.8606125116348267
